date,fx,upDown,IR2,Up/Down (2),IR5,Up/Down (5),IR10,Up/Down (10)
06/02/2012,1.5821,1,1.0898,1,1.2671,1,1.1514,0
07/02/2012,1.5896,0,1.114,1,1.2522,0,1.1466,0
08/02/2012,1.5818,0,1.059,0,1.196,0,1.1088,0
09/02/2012,1.5818,0,1.0601,1,1.1385,0,1.0886,0
10/02/2012,1.5755,1,1.0081,0,1.0587,0,1.0258,0
13/02/2012,1.5767,0,1.006,0,1.0573,0,1.0529,1
14/02/2012,1.5692,1,1.017,1,1.0466,0,1.0559,1
15/02/2012,1.5693,1,1.039,1,1.081,1,1.0545,0
16/02/2012,1.58,1,1.0399,1,1.0574,0,1.0543,0
17/02/2012,1.5827,0,1.0416,1,1.0966,1,1.0833,1
21/02/2012,1.5778,0,1.0485,1,1.0806,0,1.0589,0
22/02/2012,1.5669,1,0.989,0,1.0382,0,1.0036,0
23/02/2012,1.5745,1,0.993,1,1.0012,0,1.0025,0
24/02/2012,1.5875,0,0.9741,0,0.9696,0,0.9933,0
27/02/2012,1.5824,1,1.0157,1,0.9974,1,1.0045,1
28/02/2012,1.5901,1,1.0308,1,1.008,1,0.9732,0
29/02/2012,1.5917,1,-0.0802,0,-0.077,1,-0.0215,1
01/03/2012,1.5957,0,-0.0393,0,-0.0498,0,-0.0101,0
02/03/2012,1.5835,1,-0.0847,0,-0.0765,0,-0.0359,0
05/03/2012,1.5865,0,-0.0505,1,-0.0462,1,-0.0234,1
06/03/2012,1.5717,1,-0.0547,0,-0.0155,1,-0.0187,1
07/03/2012,1.5742,1,-0.0685,0,-0.0313,0,-0.0376,0
08/03/2012,1.5831,0,-0.0706,0,-0.0618,0,-0.0661,0
09/03/2012,1.5674,0,-0.0828,0,-0.0693,0,-0.0739,0
12/03/2012,1.5641,1,-0.0909,0,-0.1102,0,-0.1391,0
13/03/2012,1.5705,0,-0.078,1,-0.1283,0,-0.1543,0
14/03/2012,1.5675,1,-0.0762,1,-0.1177,1,-0.1276,1
15/03/2012,1.5711,1,-0.0993,0,-0.1066,1,-0.1084,1
16/03/2012,1.5844,1,-0.0777,1,-0.0852,1,-0.049,1
19/03/2012,1.5894,0,-0.0961,0,-0.1757,0,-0.1472,0
20/03/2012,1.5863,1,-0.1204,0,-0.1859,0,-0.1361,1
21/03/2012,1.5873,0,-0.0933,1,-0.1475,1,-0.124,1
22/03/2012,1.5821,1,-0.1074,0,-0.1626,0,-0.1511,0
23/03/2012,1.5869,1,-0.1057,1,-0.1772,0,-0.1577,0
26/03/2012,1.5971,0,-0.0566,1,-0.129,1,-0.1139,1
27/03/2012,1.5951,0,-0.0703,0,-0.1252,1,-0.1216,0
28/03/2012,1.5889,1,-0.1095,0,-0.1703,0,-0.1877,0
29/03/2012,1.5958,1,-0.1005,1,-0.1699,1,-0.1587,1
30/03/2012,1.6008,1,-0.1097,0,-0.2086,0,-0.2048,0
02/04/2012,1.6024,0,-0.0889,1,-0.166,1,-0.157,1
03/04/2012,1.5913,0,-0.1494,0,-0.2976,0,-0.3268,0
04/04/2012,1.589,0,-0.1088,1,-0.1737,1,-0.2113,1
05/04/2012,1.5828,1,-0.1184,0,-0.1754,0,-0.2235,0
10/04/2012,1.5862,1,-0.0948,1,-0.1134,1,-0.1723,1
11/04/2012,1.5907,1,-0.0789,1,-0.1228,0,-0.1831,0
12/04/2012,1.596,0,-0.0799,0,-0.1344,0,-0.166,1
13/04/2012,1.5847,1,-0.075,1,-0.1214,1,-0.1413,1
16/04/2012,1.59,1,-0.0701,1,-0.1181,1,-0.1495,0
17/04/2012,1.5924,1,-0.0401,1,-0.0752,1,-0.1011,1
18/04/2012,1.6023,1,-0.0021,1,0.0023,1,-0.0423,1
19/04/2012,1.6052,1,-0.0071,0,0.0318,1,-0.0135,1
20/04/2012,1.6122,1,0.0128,1,0.0851,1,0.0131,1
23/04/2012,1.6132,1,-0.0021,0,0.0629,0,-0.0109,0
24/04/2012,1.6144,1,-0.0412,0,0,0,-0.0765,0
25/04/2012,1.6163,1,-0.0377,1,0.0145,1,-0.042,1
26/04/2012,1.6186,1,-0.0538,0,-0.0033,0,-0.0393,1
27/04/2012,1.6265,0,-0.0328,1,0.0245,1,-0.0098,1
30/04/2012,1.6234,0,-0.1069,1,-0.0309,1,-0.1007,1
01/05/2012,1.6221,0,-0.1217,0,-0.0646,0,-0.1445,0
02/05/2012,1.62,0,-0.1448,0,-0.0882,0,-0.1797,0
03/05/2012,1.6178,0,-0.1429,1,-0.0921,0,-0.1922,0
04/05/2012,1.6151,1,-0.15,0,-0.0867,1,-0.1826,1
08/05/2012,1.6158,0,-0.15,0,-0.0992,0,-0.2032,0
09/05/2012,1.6128,1,-0.153,0,-0.1077,0,-0.2187,0
10/05/2012,1.6146,0,-0.135,1,-0.0479,1,-0.18,1
11/05/2012,1.6069,1,-0.154,0,-0.0734,0,-0.1746,1
14/05/2012,1.6092,0,-0.174,0,-0.0966,0,-0.1867,0
15/05/2012,1.5993,0,-0.181,0,-0.1097,0,-0.1721,1
16/05/2012,1.591,0,-0.2171,0,-0.1604,0,-0.1823,0
17/05/2012,1.5797,1,-0.2612,0,-0.1991,0,-0.1591,1
18/05/2012,1.5817,1,-0.2814,0,-0.2456,0,-0.1976,0
21/05/2012,1.5835,0,-0.2894,0,-0.2277,1,-0.1974,1
22/05/2012,1.5762,0,-0.2965,0,-0.2271,1,-0.1978,0
23/05/2012,1.5692,0,-0.3282,0,-0.2809,0,-0.2626,0
24/05/2012,1.5671,0,-0.352,0,-0.343,0,-0.3004,0
25/05/2012,1.5666,0,-0.3553,0,-0.337,1,-0.284,1
29/05/2012,1.5641,0,-0.3042,1,-0.3104,1,-0.2658,1
30/05/2012,1.5478,0,-0.3087,0,-0.3167,0,-0.274,0
31/05/2012,1.5405,0,-0.0268,0,-0.0222,0,0.0132,0
01/06/2012,1.5363,1,0.0149,0,0.0188,0,0.082,0
06/06/2012,1.5497,1,0.0241,1,-0.0116,0,0.0038,0
07/06/2012,1.5528,0,0.0092,0,0.0492,1,0.0772,1
08/06/2012,1.5474,1,-0.0309,0,-0.0075,0,-0.0083,0
11/06/2012,1.5486,1,-0.0139,1,0.0547,1,0.066,1
12/06/2012,1.557,0,-0.0189,0,0.0388,0,0.0318,0
13/06/2012,1.5505,1,-0.013,1,0.099,1,0.1573,1
14/06/2012,1.5563,1,-0.009,1,0.0695,0,0.087,0
15/06/2012,1.5715,0,-0.0511,0,0.0394,0,0.0887,1
18/06/2012,1.5666,1,-0.0382,1,0.0047,0,0.0882,0
19/06/2012,1.5725,0,-0.0493,0,-0.0159,0,0.0983,1
20/06/2012,1.5718,0,-0.0035,1,-0.0034,1,0.1138,1
21/06/2012,1.5592,0,-0.0085,0,-0.0134,0,0.0828,0
22/06/2012,1.5588,0,0.0122,1,-0.0103,1,0.0498,0
25/06/2012,1.5574,1,-0.0117,0,-0.0048,1,0.0696,1
26/06/2012,1.5642,0,-0.021,0,-0.009,0,0.0588,0
27/06/2012,1.5568,0,-0.023,0,0.0004,1,0.0703,1
28/06/2012,1.5519,1,-0.0331,0,-0.0038,0,0.0652,0
29/06/2012,1.5707,0,-0.0191,1,0.0289,1,0.0891,1
02/07/2012,1.5691,0,-0.0233,0,0.0575,1,0.1105,1
03/07/2012,1.5689,0,0.0097,1,0.0983,1,0.1286,1
05/07/2012,1.5525,0,-0.0606,0,0.0008,0,0.0581,0
06/07/2012,1.5495,1,-0.0718,0,-0.0329,0,0.0439,0
09/07/2012,1.5527,0,-0.0519,1,-0.0243,1,0.0703,1
10/07/2012,1.552,0,-0.0419,1,-0.0009,1,0.0845,1
11/07/2012,1.5501,0,-0.0439,0,-0.0332,0,0.0483,0
12/07/2012,1.5428,1,-0.039,1,-0.0335,0,0.0577,1
13/07/2012,1.5575,1,-0.006,1,-0.0241,1,0.0614,1
16/07/2012,1.5637,1,-0.0159,0,-0.0423,0,0.0246,0
17/07/2012,1.5654,0,-0.0339,0,-0.0752,0,-0.0038,0
18/07/2012,1.5653,1,-0.0629,0,-0.1119,0,-0.0192,0
19/07/2012,1.5725,0,-0.0768,0,-0.0747,1,0.0163,1
20/07/2012,1.5623,0,-0.0835,0,-0.0798,0,0.0283,1
23/07/2012,1.5507,0,-0.1105,0,-0.0811,0,0.0457,1
24/07/2012,1.5506,0,-0.1325,0,-0.0676,1,0.0795,1
25/07/2012,1.5498,1,-0.1501,0,-0.0895,0,0.0615,0
26/07/2012,1.5687,1,-0.1368,1,-0.0991,0,0.0432,0
27/07/2012,1.5748,0,-0.1206,1,-0.1111,0,-0.0093,0
30/07/2012,1.571,0,-0.1149,1,-0.0682,1,0.0401,1
31/07/2012,1.5678,0,-0.4253,0,-0.386,0,-0.2979,0
01/08/2012,1.5536,0,-0.4321,1,-0.4183,1,-0.308,1
02/08/2012,1.5515,1,-0.4623,0,-0.4574,0,-0.3389,0
03/08/2012,1.564,0,-0.4266,1,-0.4214,1,-0.3031,1
06/08/2012,1.5603,1,-0.4657,0,-0.4627,0,-0.3704,0
07/08/2012,1.5621,1,-0.4467,1,-0.4388,1,-0.3283,1
08/08/2012,1.5656,0,-0.4438,1,-0.4778,0,-0.3821,0
09/08/2012,1.5638,1,-0.422,1,-0.4442,1,-0.3681,1
10/08/2012,1.569,0,-0.4466,0,-0.4829,0,-0.4153,0
13/08/2012,1.5684,0,-0.4328,1,-0.47,1,-0.4002,1
14/08/2012,1.5677,1,-0.431,1,-0.4828,0,-0.4348,0
15/08/2012,1.5683,1,-0.3973,1,-0.4752,1,-0.4315,1
16/08/2012,1.5733,0,-0.4035,0,-0.4786,0,-0.4406,0
17/08/2012,1.5697,1,-0.4312,0,-0.4834,0,-0.4385,1
20/08/2012,1.5712,1,-0.4214,1,-0.4694,1,-0.4413,0
21/08/2012,1.5787,1,-0.3846,1,-0.4135,1,-0.3904,1
22/08/2012,1.5881,0,-0.3825,1,-0.3655,1,-0.3586,1
23/08/2012,1.5861,0,-0.4027,0,-0.4022,0,-0.4089,0
24/08/2012,1.581,1,-0.4444,0,-0.4569,0,-0.4585,0
28/08/2012,1.5819,1,-0.4517,0,-0.4662,0,-0.4445,1
29/08/2012,1.5833,0,-0.4356,1,-0.4449,1,-0.4466,0
30/08/2012,1.5785,1,-0.4559,0,-0.4812,0,-0.4713,0
31/08/2012,1.5866,1,-0.0435,1,-0.023,1,0.0156,1
04/09/2012,1.587,1,-0.0513,1,0.0872,1,0.1548,1
05/09/2012,1.5902,1,-0.0262,1,0.1012,1,0.148,0
06/09/2012,1.5932,1,-0.0189,1,0.0943,0,0.1359,0
07/09/2012,1.601,0,-0.032,0,0.1018,1,0.1162,0
10/09/2012,1.599,1,0.006,1,0.1502,1,0.1779,1
11/09/2012,1.607,1,0.025,1,0.1516,1,0.1375,0
12/09/2012,1.6107,1,0.068,1,0.2063,1,0.1734,1
13/09/2012,1.6155,1,0.068,0,0.2484,1,0.192,1
14/09/2012,1.6217,1,0.119,1,0.2996,1,0.199,1
17/09/2012,1.6251,0,0.087,0,0.2717,0,0.1835,0
18/09/2012,1.6244,0,0.071,0,0.249,0,0.1697,0
19/09/2012,1.6222,0,0.0709,0,0.2401,0,0.1722,1
20/09/2012,1.6215,1,0.0639,0,0.2062,0,0.133,0
21/09/2012,1.623,0,0.0619,0,0.2439,1,0.1812,1
24/09/2012,1.6219,0,0.0559,0,0.2532,1,0.2046,1
25/09/2012,1.6188,0,0.0478,0,0.2543,1,0.2528,1
26/09/2012,1.6165,1,0.0362,0,0.2074,0,0.1835,0
27/09/2012,1.6235,0,0.047,1,0.1969,0,0.1768,0
28/09/2012,1.6167,0,0.0596,1,0.199,1,0.1935,1
01/10/2012,1.613,1,0.0657,1,0.2088,1,0.2121,1
02/10/2012,1.6134,0,0.0617,0,0.1821,0,0.1892,0
03/10/2012,1.6076,1,0.0497,0,0.1705,0,0.1724,0
04/10/2012,1.6191,0,0.0439,0,0.1476,0,0.1298,0
05/10/2012,1.6136,0,0.0501,1,0.1524,1,0.1272,0
09/10/2012,1.6003,1,0.0371,0,0.1318,0,0.1138,0
10/10/2012,1.6006,1,0.0611,1,0.182,1,0.1918,1
11/10/2012,1.6045,1,0.067,1,0.1874,1,0.2131,1
12/10/2012,1.6072,0,0.045,0,0.1373,0,0.165,0
15/10/2012,1.6071,1,0.068,1,0.1683,1,0.196,1
16/10/2012,1.6111,1,0.086,1,0.1891,1,0.2014,1
17/10/2012,1.6149,0,0.0688,0,0.1905,1,0.1975,0
18/10/2012,1.6044,0,0.0707,1,0.1817,0,0.1786,0
19/10/2012,1.6004,1,0.0595,0,0.1854,1,0.2167,1
22/10/2012,1.6016,0,0.0533,0,0.1657,0,0.1896,0
23/10/2012,1.5953,1,0.0615,1,0.1407,0,0.1678,0
24/10/2012,1.6038,1,0.0528,0,0.1514,1,0.1611,0
25/10/2012,1.6118,0,0.0472,0,0.1395,0,0.1907,1
26/10/2012,1.6105,0,0.051,1,0.1694,1,0.2229,1
29/10/2012,1.6033,1,0.0518,1,0.1372,0,0.1801,0
30/10/2012,1.6073,1,0.0688,1,0.164,1,0.2081,1
31/10/2012,1.6129,1,-0.5174,1,-0.4023,1,-0.3381,1
01/11/2012,1.613,0,-0.5134,0,-0.4102,0,-0.3572,0
02/11/2012,1.6021,0,-0.5266,0,-0.405,1,-0.3597,0
05/11/2012,1.5979,1,-0.5437,0,-0.4295,0,-0.3681,0
06/11/2012,1.5997,0,-0.5655,0,-0.4868,0,-0.4347,0
07/11/2012,1.5985,0,-0.5428,1,-0.4525,1,-0.3876,1
08/11/2012,1.5984,0,-0.5249,1,-0.3986,1,-0.3418,1
09/11/2012,1.5896,0,-0.511,1,-0.4175,0,-0.3713,0
13/11/2012,1.5871,0,-0.493,1,-0.3985,1,-0.3845,0
14/11/2012,1.5841,1,-0.496,0,-0.3808,1,-0.3391,1
15/11/2012,1.5867,1,-0.504,0,-0.3827,0,-0.3598,0
16/11/2012,1.5883,1,-0.4919,1,-0.3545,1,-0.348,1
19/11/2012,1.5909,1,-0.4739,1,-0.3451,1,-0.3401,1
20/11/2012,1.5927,1,-0.461,1,-0.3211,1,-0.3199,1
21/11/2012,1.5952,1,-0.4682,0,-0.3331,0,-0.3266,0
23/11/2012,1.6028,0,-0.4633,1,-0.337,0,-0.3469,0
26/11/2012,1.6027,0,-0.4583,1,-0.314,1,-0.3245,1
27/11/2012,1.6022,0,-0.4382,1,-0.276,1,-0.2839,1
28/11/2012,1.6014,1,-0.4838,0,-0.3288,0,-0.3604,0
29/11/2012,1.6041,0,-0.4719,1,-0.3346,0,-0.3597,1
30/11/2012,1.6013,1,-0.6311,1,-0.495,1,-0.5406,1
03/12/2012,1.6091,1,-0.618,0,-0.4744,0,-0.4997,1
04/12/2012,1.6101,0,-0.6251,0,-0.4912,0,-0.4928,1
05/12/2012,1.6097,0,-0.6361,0,-0.5067,0,-0.5105,0
06/12/2012,1.6051,0,-0.6811,0,-0.5431,0,-0.5437,0
07/12/2012,1.6039,1,-0.6841,0,-0.5646,0,-0.5785,0
10/12/2012,1.6075,1,-0.6571,1,-0.54,1,-0.5434,1
11/12/2012,1.6115,1,-0.646,1,-0.5386,1,-0.5541,0
12/12/2012,1.6149,0,-0.649,0,-0.5442,0,-0.576,0
13/12/2012,1.6112,1,-0.633,1,-0.5586,0,-0.5699,1
14/12/2012,1.6174,1,-0.608,1,-0.5337,1,-0.5395,1
17/12/2012,1.6204,1,-0.601,1,-0.5528,0,-0.5817,0
18/12/2012,1.6252,0,-0.6029,0,-0.537,1,-0.564,1
19/12/2012,1.6247,1,-0.5999,1,-0.5351,1,-0.5444,1
20/12/2012,1.6279,0,-0.6,0,-0.5359,0,-0.5482,0
21/12/2012,1.6172,0,-0.6371,0,-0.5742,0,-0.5773,0
24/12/2012,1.6123,0,-0.6251,1,-0.5783,0,-0.5847,0
27/12/2012,1.61,1,-0.6762,0,-0.6047,0,-0.6274,0
28/12/2012,1.6153,1,-0.6345,1,-0.5546,1,-0.5789,1
31/12/2012,1.6255,0,-0.7238,1,-0.6669,0,-0.7294,0
02/01/2013,1.6255,0,-0.6569,0,-0.5994,0,-0.6491,0
03/01/2013,1.6107,0,-0.6249,1,-0.5995,0,-0.6391,1
04/01/2013,1.6069,1,-0.6055,1,-0.5487,1,-0.5801,1
07/01/2013,1.6116,0,-0.6297,0,-0.5768,0,-0.6124,0
08/01/2013,1.6056,0,-0.66,0,-0.6043,0,-0.6403,0
09/01/2013,1.6023,1,-0.6522,1,-0.598,1,-0.6328,1
10/01/2013,1.6168,0,-0.6423,1,-0.5794,1,-0.5978,1
11/01/2013,1.6132,0,-0.6529,0,-0.5719,1,-0.5857,1
14/01/2013,1.6078,0,-0.659,0,-0.5902,0,-0.6088,0
15/01/2013,1.6065,0,-0.6732,0,-0.5934,0,-0.613,0
16/01/2013,1.6007,0,-0.6763,0,-0.6121,0,-0.6205,0
17/01/2013,1.5993,0,-0.6716,1,-0.6303,0,-0.6384,0
18/01/2013,1.587,0,-0.6713,1,-0.6177,1,-0.6306,1
22/01/2013,1.5839,1,-0.6393,1,-0.5961,1,-0.6227,1
23/01/2013,1.5845,0,-0.6624,0,-0.6171,0,-0.6341,0
24/01/2013,1.5791,1,-0.6656,0,-0.6265,0,-0.6398,0
25/01/2013,1.5799,0,-0.7068,0,-0.6784,0,-0.6927,0
28/01/2013,1.5695,1,-0.693,1,-0.6561,1,-0.6573,1
29/01/2013,1.5763,1,-0.7034,0,-0.6819,0,-0.7121,0
30/01/2013,1.5801,1,-0.6877,1,-0.669,1,-0.678,1
31/01/2013,1.5857,0,0.9152,1,0.9108,0,0.9121,0
01/02/2013,1.5693,1,0.8892,1,0.8846,1,0.8821,1
04/02/2013,1.576,0,0.869,0,0.8997,1,0.9232,1
05/02/2013,1.5659,1,0.884,1,0.8968,0,0.922,0
06/02/2013,1.5662,1,0.884,0,0.9077,1,0.9357,1
07/02/2013,1.5716,1,0.876,0,0.9182,1,0.9472,1
08/02/2013,1.5801,0,0.867,0,0.9152,0,0.9451,0
11/02/2013,1.5659,1,0.865,0,0.8968,0,0.9475,1
12/02/2013,1.5663,0,0.861,0,0.8743,0,0.926,0
13/02/2013,1.5542,0,0.881,1,0.8934,1,0.9813,1
14/02/2013,1.5494,1,0.842,0,0.9096,1,0.9976,1
15/02/2013,1.5518,0,0.8479,1,0.9096,0,0.9913,0
19/02/2013,1.5425,0,0.8319,0,0.8677,0,0.9542,0
20/02/2013,1.5234,1,0.8229,0,0.8592,0,0.9843,1
21/02/2013,1.5254,0,0.811,0,0.8129,0,0.9244,0
22/02/2013,1.5163,0,0.819,1,0.8316,1,0.9471,1
25/02/2013,1.5163,0,0.7992,0,0.8649,1,1.0173,1
26/02/2013,1.5125,1,0.7618,0,0.8097,0,0.8862,0
27/02/2013,1.5159,1,0.7878,1,0.7965,0,0.8566,0
28/02/2013,1.5163,0,0.1067,1,0.1278,1,0.1974,1
01/03/2013,1.5038,1,0.0628,0,0.0826,0,0.1298,0
04/03/2013,1.5115,1,0.1058,1,0.181,1,0.1315,1
05/03/2013,1.5127,0,0.1039,0,0.1884,1,0.1642,1
06/03/2013,1.5018,0,0.061,0,0.1371,0,0.1175,0
07/03/2013,1.5014,0,0.087,1,0.1296,0,0.1145,0
08/03/2013,1.4925,0,0.108,1,0.1248,0,0.1183,1
11/03/2013,1.4915,0,0.074,0,0.073,0,0.0584,0
12/03/2013,1.4903,1,0.057,0,0.0614,0,0.0484,0
13/03/2013,1.4923,1,0.073,1,0.0582,0,0.0451,0
14/03/2013,1.5083,1,0.068,0,0.0594,1,0.0334,0
15/03/2013,1.5114,0,0.074,1,0.0863,1,0.0465,1
18/03/2013,1.5107,0,0.06,0,0.0742,0,0.0404,0
19/03/2013,1.5099,1,0.0551,0,0.0552,0,0.0283,0
20/03/2013,1.51,1,0.052,0,0.0302,0,0.0169,0
21/03/2013,1.5173,1,0.064,1,0.0575,1,0.0478,1
22/03/2013,1.523,0,0.072,1,0.0517,0,0.027,0
25/03/2013,1.5175,0,0.0531,0,0.0274,0,-0.0168,0
26/03/2013,1.5159,0,0.0561,1,0.0417,1,-0.0214,0
27/03/2013,1.513,1,0.0368,0,0.0372,0,-0.0234,0
28/03/2013,1.5193,0,0.0608,1,0.0396,1,0.0193,1
02/04/2013,1.5104,1,0.0698,1,0.0338,0,0.018,0
03/04/2013,1.513,1,0.0696,0,0.0586,1,0.0444,1
04/04/2013,1.5235,1,0.0737,1,0.0703,1,0.0505,1
05/04/2013,1.5336,0,0.0578,0,0.0292,0,0.0182,0
08/04/2013,1.5256,1,0.0928,1,0.0598,1,0.051,1
09/04/2013,1.5323,1,0.1079,1,0.0842,1,0.0878,1
10/04/2013,1.5333,1,0.1179,1,0.088,1,0.0796,0
11/04/2013,1.5386,0,0.0919,0,0.0791,0,0.0783,0
12/04/2013,1.5343,0,0.085,0,0.0886,1,0.1062,1
15/04/2013,1.5285,1,0.086,1,0.0879,0,0.1242,1
16/04/2013,1.5362,0,0.0941,1,0.0842,0,0.1086,0
17/04/2013,1.5238,1,0.0841,0,0.0629,0,0.088,0
18/04/2013,1.5279,0,0.0721,0,0.0467,0,0.0733,0
19/04/2013,1.5231,1,0.0982,1,0.0505,1,0.0571,0
22/04/2013,1.529,0,0.1023,1,0.0633,1,0.0591,1
23/04/2013,1.524,1,0.1343,1,0.1006,1,0.1085,1
24/04/2013,1.5267,1,0.1121,0,0.0811,0,0.0843,0
25/04/2013,1.5434,1,0.1331,1,0.09,1,0.123,1
26/04/2013,1.5473,1,0.1268,0,0.0883,0,0.1157,0
29/04/2013,1.55,1,0.1238,0,0.0791,0,0.0869,0
30/04/2013,1.5532,1,-0.2634,1,-0.299,1,-0.2817,1
01/05/2013,1.5555,0,-0.2906,0,-0.3039,0,-0.277,1
02/05/2013,1.5535,1,-0.2738,1,-0.3203,0,-0.3025,0
03/05/2013,1.5574,0,-0.2438,1,-0.3151,1,-0.3132,0
07/05/2013,1.5484,1,-0.232,1,-0.2877,1,-0.2898,1
08/05/2013,1.5534,0,-0.2422,0,-0.293,0,-0.2955,0
09/05/2013,1.5449,0,-0.2373,1,-0.2935,0,-0.3269,0
10/05/2013,1.5358,0,-0.2107,1,-0.2852,1,-0.3073,1
13/05/2013,1.5299,0,-0.2208,0,-0.3054,0,-0.3399,0
14/05/2013,1.5209,1,-0.218,1,-0.3242,0,-0.375,0
15/05/2013,1.5234,1,-0.1971,1,-0.2729,1,-0.3117,1
16/05/2013,1.527,0,-0.2193,0,-0.2823,0,-0.3199,0
17/05/2013,1.5169,1,-0.2108,1,-0.3022,0,-0.3666,0
20/05/2013,1.5255,0,-0.1959,1,-0.2898,1,-0.3477,1
21/05/2013,1.5154,0,-0.202,0,-0.287,1,-0.3163,1
22/05/2013,1.505,1,-0.2063,0,-0.374,0,-0.4365,0
23/05/2013,1.5107,1,-0.2165,0,-0.3549,1,-0.4037,1
24/05/2013,1.5127,0,-0.2062,1,-0.3462,1,-0.4111,0
28/05/2013,1.504,1,-0.2242,0,-0.4326,0,-0.5022,0
29/05/2013,1.5131,1,-0.2181,1,-0.3697,1,-0.4153,1
30/05/2013,1.5232,0,-0.2191,0,-0.4054,0,-0.444,0
31/05/2013,1.5198,1,0.0807,0,-0.1017,1,-0.1262,1
03/06/2013,1.5322,0,0.0636,1,0.0346,1,-0.1273,1
04/06/2013,1.5312,1,0.0896,1,0.0416,1,-0.1102,1
05/06/2013,1.5406,1,0.0794,0,0.0543,1,-0.0802,1
06/06/2013,1.56,0,0.0854,1,0.0783,1,-0.0529,1
07/06/2013,1.5558,1,0.1023,1,0.0431,0,-0.1028,0
10/06/2013,1.5572,1,0.1263,1,0.0805,1,-0.0667,1
11/06/2013,1.5646,1,0.1502,1,0.1878,1,-0.0106,1
12/06/2013,1.568,1,0.1091,0,0.0962,0,-0.084,0
13/06/2013,1.572,0,0.149,1,0.1659,1,-0.0269,1
14/06/2013,1.5707,1,0.1279,0,0.1418,0,-0.0685,0
17/06/2013,1.5721,0,0.141,1,0.1276,0,-0.1047,0
18/06/2013,1.5642,0,0.1799,1,0.1822,1,-0.0474,1
19/06/2013,1.5484,1,0.1376,0,-0.0113,0,-0.2207,0
20/06/2013,1.5509,0,0.1693,1,0.1371,1,-0.1204,1
21/06/2013,1.5419,1,0.1544,0,0.0616,0,-0.127,0
24/06/2013,1.5434,0,0.1619,1,0.1814,1,-0.0028,1
25/06/2013,1.5422,0,0.1133,0,0.093,0,-0.0702,0
26/06/2013,1.5314,0,0.0471,0,0.0612,0,-0.0783,0
27/06/2013,1.5259,0,0.0766,1,0.0785,1,-0.0441,1
28/06/2013,1.5213,1,0.0426,0,0.0335,0,-0.0427,1
01/07/2013,1.5217,0,0.0326,0,0.0398,1,-0.0595,0
02/07/2013,1.5156,1,0.0266,0,0.008,0,-0.0953,0
03/07/2013,1.5283,0,0.0479,1,0.0027,0,-0.1092,0
05/07/2013,1.489,1,0.0062,0,-0.1767,0,-0.2541,0
08/07/2013,1.495,0,0.0309,1,-0.0865,1,-0.1536,1
09/07/2013,1.4867,1,-0.019,0,-0.1341,0,-0.2,0
10/07/2013,1.5015,1,0.0279,1,-0.0881,1,-0.2098,0
11/07/2013,1.5184,0,0.0389,1,-0.0563,1,-0.1931,1
12/07/2013,1.5107,0,0.02,0,-0.1142,0,-0.2541,0
15/07/2013,1.51,1,0.0401,1,-0.0623,1,-0.1952,1
16/07/2013,1.516,1,-0.0048,0,-0.1443,0,-0.2697,0
17/07/2013,1.5212,1,0.0114,1,-0.0886,1,-0.1968,1
18/07/2013,1.5227,1,-0.0155,0,-0.1465,0,-0.2704,0
19/07/2013,1.5267,1,0.0238,1,-0.0773,1,-0.1999,1
22/07/2013,1.536,1,0.0219,0,-0.0893,0,-0.2214,0
23/07/2013,1.5368,0,0.0369,1,-0.0593,1,-0.1989,1
24/07/2013,1.5315,1,0.0139,0,-0.0712,0,-0.193,1
25/07/2013,1.539,0,0.0044,0,-0.098,0,-0.1942,0
26/07/2013,1.5382,0,-0.0177,0,-0.1345,0,-0.2294,0
29/07/2013,1.5339,0,-0.0157,1,-0.16,0,-0.2843,0
30/07/2013,1.5238,0,0.0033,1,-0.1606,0,-0.2961,0
31/07/2013,1.5207,0,0.0091,1,-0.1262,1,-0.2182,1
01/08/2013,1.512,1,-0.0037,0,-0.2184,0,-0.305,0
02/08/2013,1.5294,1,0.0506,1,-0.0421,1,-0.171,1
05/08/2013,1.5356,0,0.0826,1,-0.0011,1,-0.1583,1
06/08/2013,1.5349,1,0.0706,0,0.0094,1,-0.1641,0
07/08/2013,1.5489,1,0.0835,1,0.0572,1,-0.1146,1
08/08/2013,1.5539,0,0.0654,0,0.0529,0,-0.1072,1
09/08/2013,1.5498,0,0.0452,0,0.0342,0,-0.1184,0
12/08/2013,1.5461,0,0.0641,1,0.0212,0,-0.1576,0
13/08/2013,1.5449,1,0.097,1,0.0402,1,-0.122,1
14/08/2013,1.55,1,0.1179,1,0.0924,1,-0.0756,1
15/08/2013,1.5644,0,0.0828,0,0.1069,1,-0.0804,0
16/08/2013,1.5629,1,0.0844,1,0.0703,0,-0.1211,0
19/08/2013,1.5648,1,0.0812,0,0.0545,0,-0.1344,0
20/08/2013,1.5668,0,0.0412,0,0.0403,0,-0.1392,0
21/08/2013,1.5665,0,0.0427,1,-0.0257,0,-0.1875,0
22/08/2013,1.5588,0,0.0213,0,-0.0472,0,-0.1714,1
23/08/2013,1.5569,0,0.0639,1,0.0347,1,-0.1076,1
27/08/2013,1.5547,0,0.041,0,0.0363,1,-0.1137,0
28/08/2013,1.5526,0,0.0583,1,0.0067,0,0.0387,1
29/08/2013,1.5504,0,0.0193,0,-0.06,0,0.0113,0
30/08/2013,1.5504,1,0.0153,0,-0.0897,0,-0.0119,0
